pais,departamento,municipio,lat,lon,familia,lengua,significado,origen,lengua_nativa,tema,otros_nombres,fuente,enlace_embeber
Colombia,Boyacá,Iza,5.6125,-72.9786111,Chibcha,Muysccubun,,"El nombre de Iza es de origen indígena y hace referencia a que Bochica, maestro y dios de la comunidad Muisca, terminó sus días en la zona y dejó estampada la huella de un pie en una roca, lo que generó romerías de mujeres embarazadas en busca de energía para lograr un buen parto.

A pesar que en 1895 el nombre de la población se cambió a Santa Isabel, pues según el diccionario castellano la palabra iza significaba concubina, sus habitantes mantuvieron el nombre tradicional. ",Si,"Época / Hecho histórico, Usos / actividades humanas",Nuestra Señora de la Concepción de Iza (1780).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Jenesano,5.385,-73.3636111,Indoeuropea - Romance Occidental,Español,Jenesano significa “pueblo sano”.,"Jenesano se fundó con el nombre de Piranguata, pero en 1833 el presbítero Ángel María Gallo cambió el nombre del poblado en honor al municipio italiano de Genazzano, que significa “pueblo sano”. Según él, econtró especial similitus del paisaje con el del poblado italiano.",No,Otro topónimo,Piranguatá (siglo XVI).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Jericó,6.1458333,-72.5708333,Indoeuropea - Romance Occidental,Español,"Jericó se menciona en los textos bíblicos y proviene del árabe ariha. En lengua hebrea yériho-yerekj-yerik expresa ""lugar de las fragancias"".","El nombre del municipio se relaciona con la población de Jericó, antigua ciudad amurallada del pueblo cananeo, situada en Cisjordania, cerca del río Jordán, en los territorios palestinos.",No,Otro topónimo,"Cheva, Chiva, Uwa (siglo XVI), Nuestra Señora de la Natividad de Jericó (1822).",Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,La Capilla,5.0955555,-73.4436111,Indoeuropea - Romance Occidental,Español,"Capilla es el término diminutivo de capa y, a su vez, variación de la voz latina capella en el sentido de “pequeña capa sacerdotal donde se prestaba juramento”, “aposento del palacio donde se custodiaba la capa del rey”.","Su nombre se origina a partir del tempo doctrinero o capilla que se ubica en el territorio de Tenza, ermita que levantaron los vecinos de la región para que se les celebren la misa. La capilla se construyó desde la aparición de la Virgen de La Candelaria cerca del riachuelo La Gusba.",No,Usos / actividades humanas,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia, Los Nombres Originales de los Territorios y Accidentes Geográficos de Colombia",
Colombia,Boyacá,La Uvita,6.3161111,-72.56,Chibcha,Muysccubun,"La Uvita, en idioma chibcha significa ""Pradera de la fértil labranza"".",El nombre del municipio fue dado por la cantidad de “uvos” o árboles de uva que se encuentran en la zona.,Si,Flora,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,La Victoria,5.52329,-74.23493,Indoeuropea - Romance Occidental,Español,"El nombre victoria proviene del latín uictoria, que significa “vencedor”, referido a la “superioridad o ventaja que se consigue del contrario”.","El nombre de La Victoria hace referencia al estado de ánimo de sus habitatnes, por los sucesos ocurridos en el lugar, como la creación de un nuevo municipio en condiciones adversas.",No,"Época / Hecho histórico, Usos / actividades humanas",,Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Labranzagrande,5.5633333,-72.5775,Indoeuropea - Romance Occidental,Español,"Labranza viene de la voz labrar y significa ""cultivo de los campos, sementera"".",Su nombre se debe a las grandes plantaciones de maíz que se daban en el valle del río Cravo Sur y el río Chiquito. Fue dado por los españoles al ver las grandes siembras que cosechaban los naturales de la región.,No,Usos / actividades humanas,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Macanal,4.9719444,-73.3194444,Arawak,Taino,"El origen lingüístico de Macanal es derivado de la maccana-makana. La macana es una palma cuyo tallo era utilizado por los aborígenes como arma de defensa, atendida su consistente dureza. ",La población se fundó en un lugar de abundantes palmas de macana.,No,"Flora, Usos / actividades humanas","El Volador (Descubrimiento y conquista), San Pedro de Alcántara (1807).",Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Maripí,5.54987,-74.00480,Caribe,Muzo,En lengua muzo maripí significa “flor colorada”.,Maripí era el nombre con el que se conocía el territorio a la llegada de los conquistadores españoles; este hace referencia a una especie de planta de flores de color vivo presente en la región.,Si,Flora,,Nombres Geográficos de Colombia: Región Cundiboyacense,https://www.eltiempo.com/archivo/documento/MAM-463265
Colombia,Boyacá,Miraflores,5.1963888,-73.1444444,Indoeuropea - Romance Occidental,Español,"La palabra miraflores significa “admirar la fecundidad de las flores bellas”, “admiración de lo que tiene forma, proprción y equilibrio de tonos”, y es la forma plural de miraflor.

Mirar, acción que proviene del vocablo latino mirari que significa ""asombrarse, extrañar, admirar, contemplar"", y que representa, adecuadamente, la acción de ""contemplar, indagar, revisar"".","El nombre de Miraflores tiene relación con el bello paisaje de la región de los ocobos, los cámbulos, y demás flores que se encuentren en ese lugar. Este nombre lo tomaron de un lugar cercano a la ciudad de Burgos (España), tierra del Cid Campeador.

Antes de la llegada de los españoles, la parte alta del actual municipio fue habitada por los muiscas y el resto por los indígenas Teguas, de lengua arahuaca. En 1537 conquistadores españoles visitaron por primera vez la región y esa zona era conocida como Lengupá.",No,"Paisaje / Características naturales, Otro topónimo",Lengupá (Descubriemiento y la Conquista/Colonia).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Mongua,5.7533333,-72.7986111,Chibcha,Muysccubun,"El nombre de Mongua proviene de una expresión chibcha mengua que significa ""Salida del sol"".

Mon-gua también puede ser entendido como ""salida del sol"" o ""sol naciente"".

También puede ser entendido como “Baño en la colina”.","El topónimo tomó su nombre de la comunidad indígena de Monguas, perteneciente a la gran familia Chibcha, pobladores nativos de la región.",Si,Comunidades,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",https://situr.boyaca.gov.co/municipio-de-mongua/#:~:text=MUNICIPIO%20DE%20MONGUA%20%E2%80%93%20Sistema%20de%20Informaci%C3%B3n%20Tur%C3%ADstica%20de%20Boyac%C3%A1
Colombia,Boyacá,Monguí,5.7225,-72.8491666,Chibcha,Muysccubun,,"El significado de la expresión monguí se relaciona con la abundancia de agua en la región, la cual era apreciada y aprovechada por la comunidades indígenas habitantes para sus actividades y asea diario.

Durante la colonia los españoles que vivían en en Monguí agredieron a los aboríjenes hasta el punto de persecución; éstos fueron expulsados de sus resguardos y tuvieron que marcharse para Mengua, donde se establecieron en un sitio que ellos llamaron Monguí",Si,"Otro topónimo, Paisaje / Características naturales",,Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Moniquirá,5.8744444,-73.5716666,Chibcha,Muysccubun,,"La expresión moniquiría corresponde a las actividades o características propias del cuerpo humano, además de referirce a los elementos del paisaje natural. El territorio donde actualmente se encuentra el municipio en la época prehispánica estuvo cubiertade abundante vegetación y agua, usada para el aseo personal de sus habitantes.",Si,"Otro topónimo, Paisaje / Características naturales",Ubaza (siglo XVI).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",https://es.qwe.wiki/wiki/List_of_Muisca_toponyms
Colombia,Boyacá,Motavita,5.5772222,-73.3672222,Chibcha,Muysccubun,"Motavita en muysccubun significa, según algunos autores, «baño de la labranza de la punta», y según otros, «terminación de la oscuridad». Otras versiones dicen que Motavita traduce “Lavando lugar para prepararse para el cultivo”","El topónimo Motavita tomó su nombre de los antiguos pobladores de la región; los indígenas motavitas, del pueblo muisca.",Si,Comunidades,Santa Cruz de Motavita (1776).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",https://es.qwe.wiki/wiki/List_of_Muisca_toponyms
Colombia,Boyacá,Muzo,5.53141,-74.10377,Caribe,Muzo-Colima,"Su nombre viene de la comunidad indígena Muzo, localizada en el occidente de Boyacá, y significa “persona”.","Muzo nombra la comunidad indígena que habitó la región en tiempos precolombinos y fue descubierta en la primera mitad del siglo XVI por conquistadores europeos, a quienes opusieron fuerte resistencia.",Si,Comunidades,Santísima trinidad de los Muzos (1560).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",https://drive.google.com/file/d/15B3GucutEpL0w3BIYvp9vPgmAHNhTo5n/view?usp=sharing
Colombia,Boyacá,Nobsa,5.7697222,-72.94,Chibcha,Muysccubun,"Nobsa en lengua muisca expresa ""nobleza, nombre de ilustre persona"". Este apelativo tiene caracter y sentido equivalente de ""nobleza"" en la organización muisca.",El municipio tomó su nombre del asentamiento indígena que se encontraba en la región a la llegada de los españoles.,Si,Otro topónimo,,Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Nuevo Colón,5.3541666,-73.4563888,Indoeuropea - Romance Occidental,Español,"La expresión nuevo se origina en las voces latinas novus-nova-novum, que se remiten a los orígenes del idioma; es una palabra común a todas las lenguas romances; en la lengua portuguesa novo significa “joven”.

Además se presenta la procedencia de ésta en el término indoeuropeo neu-i-os “nuevo, novedad”, presente en las lengua báltica, germánica y celta, donde hace referencia a un “romance”, “noviazgo”, a los “recién casados”.

Colón es una locución que proviene de colom-colomera, términos que se derivan del latín columba y significa “paloma”, designando un lugar adornado por palomas.","El municipio tomó su nombre en memoria de la ciudad de Colón en Panamá, luego de la separación de Panamá del territorio colombiano, y por tributo a Cristobal Colón, explorador del continente americano.",No,"Otro topónimo, Apodos / Nombres humanos","Chiriví (Descubrimiento y Conquista, 1860).","Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Oicatá,5.5944444,-73.3080555,Chibcha,Muysccubun,"En muysccubun, significa ""Labranza en pedrisco"", ""sementera de la loma"" o ""dominio de los sacerdotes"".","El topónimo Oicatá tomó su nombre de la antigua población Muisca ubicada en la región, encontrada por los primeros exploradores europeos a su llegada al territorio.",Si,Otro topónimo,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Otanche,5.6577777,-74.1805555,Caribe,Panche,"Una aproximación al significado de otanche es ""pueblo de indios"".","Con los sentidos que relacionan productividad y fertilidad y una dependencia astral frente al crecimiento de la vida en la tierra, la expresión otanche identifica las correspondencias que se presentan entre los elementos sociales y rituales de la comunidad con las voces que nombran sus territorios.",Si,"Otro topónimo, Usos / actividades humanas",,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Pachavita,5.1405555,-73.3977777,Chibcha,Muysccubun,"Un significado de pachavita puede ser ""pico del hombre"". Otro puede ser ""jefe orgulloso"".",Quizá la distinción de la región como escenario montañoso y la asignación muisca para las expresiones geográficas a sus divinidades fueron las causas que hicieron parte de las reflexiones originarias de los pueblos nativos para nombrar esta región como Pachavita.,Si,"Otro topónimo, Paisaje / Características naturales",,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Páez,5.0988888,-73.0516666,Indoeuropea - Romance Occidental,Muysccubun,"Páez es una expresión patronímica de pelayo, nombre que representa a los ""descendientes de un mismo padre o antecesor"".","Tomó su nombre en memoria del prócer de la independencia venezolana y general José Antonio Páez. A mediados del siglo XIX el municipio era conocido como La Fragua. Al parecer, en este poblado existieron fogones para caldear metales y una fábrica de herraduras para cabalgadura.",No,Apodos / Nombres humanos,La Fragua (mitad del siglo XIX).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Paipa,5.78,-73.1175,Chibcha,Muysccubun,,"El municipio tomó su nombre del cacique de la comunidad indígena de los Paipas, que se encontraban asentados en la zona a la llegada de los conquistadores españoles.",Si,Apodos / Nombres humanos,,Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Pajarito,5.2930555,-72.7030555,Indoeuropea - Romance Occidental,Español,"Pajarito es expresión diminutiva de pájaro y proviene de la voz pássaro, usada durante el siglo XII en las comunidades europeas de lenguas romances. Pássaro es variación del latín passereris que significa “gorrión pardillo”.","Posiblemente el nombre del municipio se relaciona con la fauna de la región, caracterizada por la persencia de numerosas bandadas de aves de diferentes especies.",No,Fauna,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Panqueba,6.4427777,-72.4591666,Chibcha,Muysccubun,"La palabra pertenece a la lengua Muisca, de donde salen los siguientes posibles vocablos: /pa/ : “padre”; /n/ : “en, de”; /que/ : “fuerte, vigoroso”; /ba/ : “dignidad”, “merecimiento”.",,Si,Apodos / Nombres humanos,,Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Pauna,5.6561111,-73.9788888,Caribe,Muzo,,Al parecer el nombre del municipio se relaciona con la denominación que los primeros habitantes tenían del lugar a la llegada de los españoles.,Si,Otro topónimo,"Canipa (1784), Topogrande (siglos XVII y XVIII).",Nombres Geográficos de Colombia: Región Cundiboyacense,http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/PAUNA/PAUNA.htm
Colombia,Boyacá,Paya,5.6252777,-72.4238888,Chibcha,Muysccubun,"Alguna información apunta a que Payá en chibcha significa “Pueblo de la esperanza”, ""gente de esperanza"".",Paya era el nombre con el que los primero habitantes identificaron el territorio habitado y que fue descubierto a la llegada de los conquistadores españoles.,Si,Otro topónimo,San Miguel de Paya (siglo XVII).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia","https://es.qwe.wiki/wiki/Paya,_Boyacá"
Colombia,Boyacá,Paz de Río,5.9855555,-72.7494444,Indoeuropea - Romance Occidental,Español,"La paz es una expresión de origen latino que nace de las voces pax-pacis-pak, variaciones del griego pax, que significa ""silencio, basta"".

Rio es una palabra derivada de las voces latinas rivus-riu que manifiesta ""arroyo, canal"" en referencia a un curso de agua.",,No,Época / Hecho histórico,Chitagoto (durante la Colonia) y La Paz (1834).,Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Pesca,5.5588888,-73.0502777,Chibcha,Muysccubun,"Puede que Pesca signifique ""Cercado del Padre de fortaleza"", y por derivación ""pueblos del Sol""..",El municipio tomó su nombre del cacique y la comunidad que habitaban el caserío indígena en tiempos previos a la llegada de los conquistadores españoles al continente.,Si,"Apodos / Nombres humanos, Comunidades",,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Pisba,5.7225,-72.4852777,Chibcha,Muysccubun,Pisba se deriva de la lengua chibcha y significa “honorable dominio de delante”.,"En la época precolombina, el territorio del actual municipio de Pisba estaba habitado por indígenas del pueblo muisca, bajo el mando del cacique Pisba.

El municipio tomó su nombre en mención a la comunidad indígena que habitó la región en tiempos previos a la llegada de los primeros conquistadores europeos.",Si,Comunidades,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",https://es.qwe.wiki/wiki/Pisba
Colombia,Boyacá,Puerto Boyacá,5.9761111,-74.5875,"Indoeuropea - Romance Occidental, Chibcha","Español, Muysccubun","Puerto  es una palabra que se origina en el latín portus que significa ""entrada de una sierra, entrada en un terriitorio serrano"".","Su nombre se asocia con la característica de estar ubicado a orillas del río Magdalena como un puerto, y Boyacá en mención al departamento del que hace parte.",No,"Usos / actividades humanas, Otro topónimo","Territorio Vázquez (1917), Puerto Reyes (1936), Puerto Gustavo, Puerto Chivo, Rosalí, Puerto Luis y Sarmiento (1945), Puerto Vásquez (1945).","Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Quípama,5.5194444,-74.1791666,Caribe,Muzo,"Quípama en lengua muzo significa “abanico para refrescarse”, “cosa fría”.","Este municipio lleva el nombre de Quípama, princesa indígena de la comunidad Muzo hija del cacique Itoco, quienes habitaron este territorio en época prehispánica y que según la leyenda; viajaban sobre un enrome cóndor recorriendo el territorio de los muzos.",Si,Apodos / Nombres humanos,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/QUIPAMA/QUIPAMA.htm
Colombia,Boyacá,Ramiriquí,5.4008333,-73.3355555,Chibcha,Muysccubun,"En muysccubun, Ramirraque significa ""tierra blanca"".

Otra etimología alternativa es Ca-mi-quiquí, que significa ""nuestra fuerza sobre las praderas"".","Ramiriquí fue nombrado en honor a su último cacique Rumirraque, quienes los españoles identificaron como “Ramiriquí”.",Si,Apodos / Nombres humanos,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Ráquira,5.5388888,-73.63,Chibcha,Muysccubun,,"Con el nombre Ráquira se sonoció el territorio habitado por los muiscas a la llegada de los expedicionarios europeos. Esta denominación se relaciona estrechamente con la actividad artesanal que realiza la población en la elaboración de vasijas y otros objetos de arcilla y, a su vez, con el suelo arcilloso de la región, apropiado para tal labor.

El territorio donde se asienta el poblado de Ráquira estaba ocupado por un grupo principal llamado Taquira, luego los Ráquira y otro llamado Mocabita de la familia lingüística chibca.",Si,Usos / actividades humanas,,Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Rondón,5.3566666,-73.2086111,Indoeuropea - Romance Occidental,Español,"Rondón es una expresión derivada del francés antiguo randón que designa la acción de “correr rápidamente, impestuosamente, al galope, galopar, atacar al galope”, aplicado a cualquier acción.",El nombre Rondón le fue dado en homenaje al coronel Juan José Rondón.,No,Apodos / Nombres humanos,"Galera (durante la Colonia), San Rafael (1904-1936).","Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,Saboyá,5.6969444,-73.7630555,Chibcha,Muysccubun,Una posible traducción de Saboyá puede ser “gusto por las mantas”.,"El nombre del municipio se deriva del cacique Saboyá, jefe de la comunidad que habitó la región y que sostuvo enfrentamientos con Juan Gastón, primer alcalde de la ciudad de Vélez, a cuyo municipio perteneció Saboyá.",Si,Apodos / Nombres humanos,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia","http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/SABOYA/SABOYA.htm

https://es.qwe.wiki/wiki/List_of_Muisca_toponyms"
Colombia,Boyacá,Sáchica,5.5833333,-73.5422222,Chibcha,Muysccubun,Sáchica significa “fortaleza o mansión del Soberano Chibcha”.,"El nombre del municipio representa la apropiación territorial de la comunidad muisca, distribuida en diferentes tribus por el altiplano Cundiboyacense. Sáchica es el nombre que proviene del poblado indígena que se encontraba en la región en el sitio actual del municipio a la llegada de los conquistadores europeos.",Si,Otro topónimo,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",https://es.qwe.wiki/wiki/List_of_Muisca_toponyms
Colombia,Boyacá,Samacá,5.4919444,-73.4866666,Chibcha,Muysccubun,,El topónimo Samacá viene del nombre de la comunidad del grupo Muisca Samacá.,Si,Comunidades,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/SAMACA/SAMACA.htm
Colombia,Boyacá,San Eduardo,5.2225,-73.0769444,Indoeuropea - Romance Occidental,Español,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Eduardo es un nombre sajón derivado de eadward y significa “riqueza”, “fortuna”, “guardián de su patrimonio”.",,No,"Apodos / Nombres humanos, Espiritualidad / Religión",,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,San José de Pare,6.0191666,-73.5466666,Indoeuropea - Romance Occidental,Español,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

José es una palabra de origen hebreo, que nace en la voz yosef con el sentido de dios añadirá, él acrecentará, dios aumenta"".

Pare, es una variación de la acción de parar y nace del latín parare, que originalmente significa “preparar, disponer, proporcionar”. Del sentido de disponer, se pasó en castellano a “poner en tal estado o posición”, “pararse, ponerse, colocarse”, y luego adquirió el sentido de “detenerse” detener”.","El nombre San José de Pare fue puesto en honor a San José que según la historia fue el padre adoptivo de Jesús, su festividad se celebra el 19 de marzo. Pare deiva del nombre de la orden dada por el jefe de inspecciones que se encontraban fundando poblaciones en la región, ordenando a la tropa levantar el campamento en el lugar.",No,"Espiritualidad / Religión, Usos / actividades humanas",,"Nombres Geográficos de Colombia: Región Cundiboyacense, Los Nombres Originales de los Territorios y Accidentes Geográficos de Colombia, Wikipedia",http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/SAN JOSE DE PARE/SAN JOSE DE PARE.htm
Colombia,Boyacá,San Luis de Gaceno,4.820164,-73.168417,Indoeuropea - Romance Occidental,Español,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

El nombre luis se origina en la lengua germana y comprende los vocablos y comprende los vocablos hluot que significa ""gloria"" y las voces weg-wig que expresan ""combate, guerrero"", ""guerra"", ""batalla"", ""guerrero glorioso"" y ""guerrero célebre"".","Sobre la motivación del nombre del municipio existen varias versiones, una primera sugiere que el nombre fue dado en homenaje a San Luis, rey de Francia, conocido como Luis IX.

De acuerdo con la versión de Evangelina Roa Roa y Dustano Romero, su esposo, llegaron varios contemporáneos, entre ellos Luis Hoyos quién construyó su vivienda junto a lo que hoy es el cementerio. Él tenía un hijo ciego también de nombre Luis, en su honor y por decisión de los pobladores, se bautizó el territorio como San Luis.

Por otra parte, se cuenta que los caucheros y cazadores se perdían en la selva que se levantaba entre las quebradas La Gazajarro y La Gacenera. El Padre Jacinto Vega nacido en Saboyá, una vez conoció las historias de hombres perdidos inventó el término gaceno en referencia a la circunstancia de perderse o engacenarse y colocó el apellido que le faltaba a San Luis.",No,"Apodos / Nombres humanos, Espiritualidad / Religión, Época / Hecho histórico, Usos / actividades humanas",,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/SAN LUIS DE GACENO/SAN LUIS DE GACENO.htm
Colombia,Boyacá,San Mateo,6.4025,-72.555,Indoeuropea - Romance Occidental,Español,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

El nombre mateo proviene del griego Mathaios y este se origina en el vocablo arameo mattai, que significa “don de yah”, “el dios de Yahvéh"".",,No,Época / Hecho histórico,,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",
Colombia,Boyacá,San Miguel de Sema,5.5177777,-73.7227777,"Indoeuropea - Romance Occidental, Chibcha","Español, Muysccubun","San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Miguel es un nombre de origen hebreo, proveniente de la expresión mi-ka-el que significa ""quien como dios"".","El nombre del municipio se vincula con la memoria del arcángel San Miguel, patrono de los pobladores, y hace relación a la comunidad del origen blanco que habitó la región desupés de la llegada de los conquitadores españoles.

San Miguel expresa el significado de “honra, veneración a Dios” y es el nombre de uno de los cuatro arcángeles, considerado patrono y protector de la iglesia universal.",No,"Espiritualidad / Religión, Comunidades",,Nombres Geográficos de Colombia: Región Cundiboyacense,"https://es.qwe.wiki/wiki/List_of_Muisca_toponyms

http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/SAN MIGUEL DE SEMA/SAN MIGUEL DE SEMA.htm

https://www.youtube.com/watch?v=HJO2WNK5xPE
"
Colombia,Boyacá,San Pablo de Borbur,5.6513888,-74.0694444,Indoeuropea - Romance Occidental,Español,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Pablo es un nombre de origen latino paulus que siginifica “aquel que es pequeño o débil”.

La palabra borbur proviene del latín bullare, derivación de la raíz del mismo origen bulla, que significa “ampolla o campanilla que se forma en el agua cuando llueve”, “burbujear”, unificando los sentidos de “brotar, borbollar, nacer, borbotar”.","Algunas opiniones sugieren que el nombre del municipio se tomó en honor al primer párroco, el padre Pablo Valette, quien llegó a la región y bautizó el caserío con el nombre de Borbur, por su parecido a la región francesa de donde él era originario; con el paso del tiempo se agrogó el San Pablo en su honor.",No,"Apodos / Nombres humanos, Otro topónimo",,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia","http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/SAN PABLO DE BORBUR/SAN PABLO DE BORBUR.htm

http://www.sanpablodeborbur-boyaca.gov.co/municipio/historia"
Colombia,Boyacá,Santa María,4.86,-73.2627777,Indoeuropea - Romance Occidental,Español,"Santa es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

María es una expresión de orgien hebreo que nace en Egipto. Su forma hebrea es myriam-maryam  que proceden del verbo marah ""dominar"". María sería la ""señora"" por su parentesco con el sutantivo arameo marya que significa ""señor"".","El nombre le fue dado a la población en homenaje a la Virgen María, la madre de Cristo, ya que los habitantes que conformaron el caserío a comienzos del siglo XX tenía inmensa devoción hacia la fe católica y a la Virgen María.",No,Espiritualidad / Religión,Santa María de la Vega (1944).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/SANTA MARIA/SANTA MARIA.htm
Colombia,Boyacá,Santa Rosa de Viterbo,5.8747222,-72.9816666,Indoeuropea - Romance Occidental,Español,"Santa es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Rosa es una expresión que proviene de la voz latina rosa, nacida en el seno de la cultura latina y representa la ""pureza, lo limpio inmaculado y no tocado por lo terrenal"".

Viterbo es una palabra de origen italiano y se cree que viterbo deriva del latín vetus urb que significa ""ciudad vieja"".",,No,"Espiritualidad / Religión, Otro topónimo",,Nombres Geográficos de Colombia: Región Cundiboyacense,
Colombia,Boyacá,Santa Sofía,5.7136111,-73.6030555,Indoeuropea - Romance Occidental,Español,"Santa es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Sofía es un nombre de origen griego que significa “sabiduría”.","El nombre Santa Sofía se le otorgó al municipio en honor a Sofía Angulo Lemus, quien contrajo matrimonio en 1877 con el general Rafael Reyes y permaneció con él hasta su muerte, en 1898. Además este nombre se relaciona con Sofía, santa del santoral católico.",No,"Apodos / Nombres humanos, Espiritualidad / Religión","Guatoque (siglo XIX), Sorocotá.","Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia, Los Nombres Originales de los Territorios y Accidentes Geográficos de Colombia",
Colombia,Boyacá,Santana,6.0572222,-73.4811111,Indoeuropea - Romance Occidental,Español,"Santa es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

El nombre Ana es de origen hebreo, Hannah, y significa “la benéfica”.","El municipio lleva esta denominación, ya que al parecer Santa Ana fue venerada por los habitantes para salvaguardar a la comunidad de los peligros, las calamidades y las enfermedades. Nombre en honor a la madre de la Virgen María”.",No,Espiritualidad / Religión,Nuestra Señora Santa Ana de Vález (1692),"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia, Los Nombres Originales de los Territorios y Accidentes Geográficos de Colombia",
Colombia,Boyacá,Sativanorte,6.1313888,-72.7075,"Chibcha, Indoeuropea - Romance Occidental","Muysccubun, Español","Norte hace referencia a una posición geográfica, es el punto cardinal que indica su posición en dirección al polo Norte.","Sativa nombra al cacique Sativa, jefe indígena que gobernaba la ciudad a la llegada de los españoles; el norte presenta su ubicación geográfica con respecto a Sativasur del cual fue separado su territorio",No,Apodos / Nombres humanos,San José de Sativa Norte (1683).,"Nombres Geográficos de Colombia: Región Cundiboyacense, Wikipedia",http://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/SATIVANORTE/SATIVANORTE.htm
